tweet_id,name,rating_numerator,rating_denominator,dog_class,predicted_breed,conf
814638523311648768,Olivia,12.0,10.0,unclassified,Golden Retriever,0.650814
814530161257443328,Alf,12.0,10.0,unclassified,Miniature Poodle,0.626913
814153002265309185,Oshie,12.0,10.0,unclassified,Golden Retriever,0.490068
813910438903693312,Chubbs,11.0,10.0,doggo,Siberian Husky,0.6993550000000001
813812741911748608,Gary,14.0,10.0,unclassified,French Bulldog,0.709146
813800681631023104,Sky,12.0,10.0,unclassified,Malamute,0.501159
813217897535406080,Atlas,13.0,10.0,unclassified,Samoyed,0.905972
813202720496779264,Nameless,11.0,10.0,doggo,Cocker Spaniel,0.701852
813187593374461952,Nameless,13.0,10.0,unclassified,Golden Retriever,0.888181
813172488309972993,Eleanor,12.0,10.0,unclassified,Golden Retriever,0.0261930999999999
813157409116065792,Layla,12.0,10.0,unclassified,Pembroke,0.0705671
813142292504645637,Nameless,13.0,10.0,unclassified,Beagle,0.848735
813127251579564032,Nameless,11.0,10.0,doggo,Norwegian Elkhound,0.4324159999999999
813112105746448384,Toby,12.0,10.0,unclassified,Pembroke,0.140682
813096984823349248,Rocky,11.0,10.0,doggo,Great Dane,0.128056
813081950185472002,Baron,11.0,10.0,unclassified,Doberman,0.909951
813066809284972545,Tyr,12.0,10.0,unclassified,Toy Terrier,0.7764
813051746834595840,Bauer,13.0,10.0,unclassified,Golden Retriever,0.914804
812781120811126785,Swagger,10.0,10.0,unclassified,Bull Mastiff,0.989316
812709060537683968,Brandi,12.0,10.0,unclassified,Irish Setter,0.326873
812503143955202048,Nameless,13.0,10.0,unclassified,Bubble,0.0105279
812466873996607488,Mary,12.0,10.0,unclassified,Great Dane,0.0782055
812372279581671427,Moe,13.0,10.0,unclassified,Golden Retriever,0.7848729999999999
811985624773361665,Ted,11.0,10.0,unclassified,Staffordshire Bullterrier,0.6105729999999999
811744202451197953,Halo,13.0,10.0,unclassified,Pekinese,0.386082
811627233043480576,Augie,10.0,10.0,unclassified,Beagle,0.39628
811386762094317568,Craig,11.0,10.0,pupper,Pembroke,0.804177
810984652412424192,Sam,24.0,7.0,unclassified,Golden Retriever,0.8713420000000001
810896069567610880,Hunter,11.0,10.0,unclassified,Flat-Coated Retriever,0.8208040000000001
810657578271330305,Pavlov,11.0,10.0,unclassified,Malamute,0.753521
810284430598270976,Phil,13.0,10.0,unclassified,Malamute,0.620768
810254108431155201,Gus,12.0,10.0,unclassified,Staffordshire Bullterrier,0.292556
809920764300447744,Nameless,10.0,10.0,unclassified,Norwich Terrier,0.397163
809448704142938112,Nameless,12.0,10.0,unclassified,Greater Swiss Mountain Dog,0.375415
809220051211603969,Kyro,12.0,10.0,unclassified,Pomeranian,0.8195110000000001
809084759137812480,Wallace,11.0,10.0,unclassified,Vizsla,0.911412
808838249661788160,Ito,13.0,10.0,unclassified,Rottweiler,0.36953
808733504066486276,Nameless,12.0,10.0,pupper,Toy Poodle,0.0369271
808501579447930884,Koda,12.0,10.0,unclassified,Airedale,0.454239
808106460588765185,Nameless,12.0,10.0,pupper,Golden Retriever,0.426183
808001312164028416,Cooper,12.0,10.0,unclassified,Labrador Retriever,0.730959
807621403335917568,Ollie,14.0,10.0,pupper,Golden Retriever,0.873233
807106840509214720,Stephan,13.0,10.0,unclassified,Chihuahua,0.50537
807010152071229440,Lennon,12.0,10.0,unclassified,Golden Retriever,0.610807
806629075125202948,Nameless,13.0,10.0,unclassified,Cocker Spaniel,0.0464032
806542213899489280,Waffles,11.0,10.0,unclassified,Vizsla,0.938617
806219024703037440,Nameless,11.0,10.0,unclassified,Chow,0.835102
805932879469572096,Major,12.0,10.0,unclassified,Norwegian Elkhound,0.657967
805826884734976000,Duke,12.0,10.0,unclassified,Siberian Husky,0.248926
805520635690676224,Zeke,13.0,10.0,unclassified,Malinois,0.643147
805487436403003392,Sansa,12.0,10.0,unclassified,Sundial,0.0691986
805207613751304193,Shooter,12.0,10.0,unclassified,Pembroke,0.244705
804738756058218496,Django,12.0,10.0,unclassified,Tibetan Mastiff,0.91579
804026241225523202,Bo,13.0,10.0,unclassified,Guillotine,0.0152968999999999
803773340896923648,Diogi,12.0,10.0,puppo,Miniature Pinscher,0.817066
803638050916102144,Nameless,13.0,10.0,unclassified,Labrador Retriever,0.372776
803380650405482500,Sonny,12.0,10.0,unclassified,File,0.00948954
803276597545603072,Winston,11.0,10.0,unclassified,Pembroke,0.457086
802952499103731712,Marley,12.0,10.0,unclassified,Chow,0.944032
802572683846291456,Winnie,12.0,10.0,unclassified,Golden Retriever,0.610171
802323869084381190,Severus,13.0,10.0,unclassified,Entertainment Center,0.0186435
802265048156610565,Nameless,11.0,10.0,doggo,Labrador Retriever,0.8971620000000001
802239329049477120,Loki,12.0,10.0,puppo,Eskimo Dog,0.482498
801958328846974976,Ronnie,12.0,10.0,unclassified,Staffordshire Bullterrier,0.327887
801538201127157760,Wallace,12.0,10.0,unclassified,Pembroke,0.550506
801285448605831168,Nameless,10.0,10.0,unclassified,Convertible,0.0645338
801167903437357056,Milo,13.0,10.0,unclassified,Cocker Spaniel,0.74022
801115127852503040,Bones,12.0,10.0,doggo,Dalmatian,0.823356
800751577355128832,Mauve,12.0,10.0,unclassified,Cocker Spaniel,0.771984
800513324630806528,Chef,11.0,10.0,unclassified,Pembroke,0.8289040000000001
800459316964663297,Nameless,12.0,10.0,pupper,Christmas Stocking,0.173229
800388270626521089,Doc,12.0,10.0,floofer,Golden Retriever,0.35986
800141422401830912,Peaches,13.0,10.0,unclassified,Golden Retriever,0.938048
800018252395122689,Nameless,11.0,10.0,doggo,Barbell,0.14363
799757965289017345,Sobe,13.0,10.0,doggo,Border Collie,0.442534
799422933579902976,Longfellow,12.0,10.0,unclassified,Miniature Pinscher,0.58363
799297110730567681,Jeffrey,11.0,10.0,unclassified,Malamute,0.985028
799063482566066176,Mister,11.0,10.0,unclassified,Norfolk Terrier,0.334436
798933969379225600,Iroh,12.0,10.0,unclassified,Siberian Husky,0.703224
798925684722855936,Shadow,11.0,10.0,unclassified,West Highland White Terrier,0.539463
798209839306514432,Cooper,13.0,10.0,unclassified,Pekinese,0.524583
797971864723324932,Nameless,12.0,10.0,pupper,American Staffordshire Terrier,0.489845
797545162159308800,Cassie,12.0,10.0,unclassified,Pembroke,0.954089
797236660651966464,Pancake,12.0,10.0,unclassified,Collie,0.767005
796865951799083009,Tyr,12.0,10.0,unclassified,Cardigan,0.8391290000000001
796759840936919040,Romeo,11.0,10.0,unclassified,American Staffordshire Terrier,0.463996
796484825502875648,Nameless,12.0,10.0,doggo,Cocker Spaniel,0.116924
796387464403357696,Snicku,12.0,10.0,unclassified,Pekinese,0.461164
796149749086875649,Ruby,11.0,10.0,unclassified,Golden Retriever,0.600276
796116448414461957,Nameless,11.0,10.0,unclassified,Cardigan,0.700182
796080075804475393,Yogi,12.0,10.0,unclassified,Chow,0.973846
796031486298386433,Daisy,13.0,10.0,unclassified,Golden Retriever,0.893775
795464331001561088,Nameless,13.0,10.0,doggo,Golden Retriever,0.193082
795400264262053889,Brody,12.0,10.0,unclassified,Golden Retriever,0.925494
795076730285391872,Bailey,11.0,10.0,unclassified,Swing,0.0446596
794926597468000259,Mack,12.0,10.0,unclassified,Toy Poodle,0.0376618
794332329137291264,Nimbus,12.0,10.0,unclassified,Samoyed,0.988307
794205286408003585,Laika,14.0,10.0,pupper,Brass,0.0203711
793962221541933056,Maximus,12.0,10.0,unclassified,Labrador Retriever,0.8616510000000001
793845145112371200,Clark,13.0,10.0,unclassified,Old English Sheepdog,0.7652770000000001
793601777308463104,Dobby,12.0,10.0,unclassified,Miniature Pinscher,0.538981
793500921481273345,Fiona,12.0,10.0,unclassified,Golden Retriever,0.3261219999999999
793286476301799424,Moreton,13.0,10.0,unclassified,Afghan Hound,0.2746369999999999
793271401113350145,Dave,12.0,10.0,unclassified,Siberian Husky,0.2316949999999999
793256262322548741,Nameless,12.0,10.0,unclassified,Basset,0.2076219999999999
793241302385262592,Tucker,13.0,10.0,unclassified,Golden Retriever,0.559308
793226087023144960,Juno,11.0,10.0,unclassified,Wire-Haired Fox Terrier,0.456047
793210959003287553,Maude,10.0,10.0,unclassified,French Bulldog,0.0187590999999999
793195938047070209,Lily,12.0,10.0,puppo,Labrador Retriever,0.654762
793180763617361921,Newt,11.0,10.0,unclassified,Lakeland Terrier,0.266824
793165685325201412,Benji,12.0,10.0,unclassified,Golden Retriever,0.946224
793150605191548928,Nida,11.0,10.0,unclassified,Italian Greyhound,0.193869
793135492858580992,Nameless,13.0,10.0,unclassified,Teddy,0.0465926
793120401413079041,Robin,11.0,10.0,unclassified,Labrador Retriever,0.7249439999999999
792913359805018113,Forrest,13.0,10.0,unclassified,Switch,0.0390086
792883833364439040,Bailey,12.0,10.0,unclassified,Standard Poodle,8.31451e-05
792773781206999040,Monster,12.0,10.0,unclassified,Yorkshire Terrier,0.912804
792394556390137856,BeBe,12.0,10.0,unclassified,Cocker Spaniel,0.746387
792050063153438720,Remus,11.0,10.0,unclassified,Komondor,0.942856
791672322847637504,Nameless,13.0,10.0,unclassified,Golden Retriever,0.705092
791406955684368384,Levi,12.0,10.0,unclassified,Pembroke,0.972629
791312159183634433,Mabel,12.0,10.0,unclassified,Miniature Pinscher,0.892925
790987426131050500,Misty,12.0,10.0,unclassified,Cocker Spaniel,0.349195
790946055508652032,Betty,12.0,10.0,puppo,Golden Retriever,0.245773
790698755171364864,Mosby,12.0,10.0,unclassified,Bernese Mountain Dog,0.996541
790581949425475584,Duke,11.0,10.0,unclassified,Malinois,0.000152999
790337589677002753,Maggie,12.0,10.0,unclassified,Pembroke,0.658808
790277117346975746,Bruce,11.0,10.0,unclassified,Labrador Retriever,0.427742
789986466051088384,Happy,12.0,10.0,unclassified,Golden Retriever,0.0785304999999999
789628658055020548,Eli,13.0,10.0,unclassified,Chow,0.260702
789599242079838210,Brownie,12.0,10.0,unclassified,Chesapeake Bay Retriever,0.8788219999999999
789530877013393408,Rizzy,12.0,10.0,unclassified,Schipperke,0.363272
789268448748703744,Stella,10.0,10.0,unclassified,Malamute,0.81286
789137962068021249,Bo,12.0,10.0,unclassified,Chihuahua,0.746135
788908386943430656,Lucy,11.0,10.0,unclassified,Golden Retriever,0.0340897
788765914992902144,Butter,12.0,10.0,unclassified,Cocker Spaniel,0.500509
788412144018661376,Dexter,11.0,10.0,unclassified,Golden Retriever,0.805238
788178268662984705,Nameless,13.0,10.0,unclassified,Samoyed,0.73548
788150585577050112,Leo,13.0,10.0,unclassified,Chow,0.814145
788039637453406209,Nameless,12.0,10.0,unclassified,Limousine,0.101702
787810552592695296,Frank,11.0,10.0,unclassified,Pug,0.362835
787717603741622272,Tonks,13.0,10.0,puppo,German Shepherd,0.992339
787397959788929025,Moose,11.0,10.0,unclassified,Chihuahua,0.900483
787322443945877504,Lincoln,10.0,10.0,unclassified,Golden Retriever,0.1057029999999999
786963064373534720,Rory,12.0,10.0,unclassified,Golden Retriever,0.915303
786709082849828864,Logan,9.75,10.0,unclassified,Pomeranian,0.467321
786664955043049472,Nameless,12.0,10.0,unclassified,Leonberg,0.512034
786595970293370880,Dale,11.0,10.0,unclassified,Pembroke,0.709512
786363235746385920,Rizzo,13.0,10.0,doggo,Golden Retriever,0.929266
786233965241827333,Mattie,11.0,10.0,unclassified,Labrador Retriever,0.478193
785927819176054784,Lucy,12.0,10.0,unclassified,Toy Poodle,0.00849262
785872687017132033,Rusty,12.0,10.0,unclassified,Great Pyrenees,0.392108
785639753186217984,Pinot,10.0,10.0,doggo,Echidna,0.00544197
785533386513321988,Dallas,11.0,10.0,unclassified,Miniature Pinscher,0.4360229999999999
785264754247995392,Doc,12.0,10.0,unclassified,Chow,0.056137
785170936622350336,Hero,11.0,10.0,unclassified,Eskimo Dog,0.0274944
784826020293709826,Rusty,13.0,10.0,unclassified,Chow,0.0903414
784517518371221505,Frankie,11.0,10.0,unclassified,Malamute,0.757764
784431430411685888,Stormy,12.0,10.0,unclassified,Miniature Poodle,0.744819
783839966405230592,Riley,13.0,10.0,unclassified,Three-Toed Sloth,0.117464
783821107061198850,Mairi,12.0,10.0,unclassified,Lakeland Terrier,0.265659
783695101801398276,Loomis,12.0,10.0,unclassified,Chow,0.314265
783466772167098368,Finn,11.0,10.0,unclassified,Chihuahua,0.789
783391753726550016,Godi,13.0,10.0,unclassified,Norwegian Elkhound,0.87713
783334639985389568,Dave,12.0,10.0,unclassified,Cardigan,0.593858
783085703974514689,Earl,11.0,10.0,unclassified,Chesapeake Bay Retriever,0.240602
782969140009107456,Cali,12.0,10.0,unclassified,Golden Retriever,0.171393
782747134529531904,Deacon,11.0,10.0,doggo,Golden Retriever,0.560699
782722598790725632,Penny,10.0,10.0,unclassified,Irish Setter,0.574557
782598640137187329,Timmy,11.0,10.0,unclassified,Malamute,0.8408709999999999
782305867769217024,Sampson,12.0,10.0,doggo,Briard,0.5044270000000001
781955203444699136,Chipson,11.0,10.0,unclassified,Microwave,0.0336905
781661882474196992,Nameless,5.0,10.0,unclassified,Pembroke,0.438087
781524693396357120,Nameless,12.0,10.0,unclassified,Chesapeake Bay Retriever,0.0035225
781251288990355457,Oakley,11.0,10.0,unclassified,Mexican Hairless,0.8877709999999999
781163403222056960,Nameless,10.0,10.0,unclassified,Shetland Sheepdog,0.973841
780931614150983680,Nameless,13.0,10.0,puppo,Chain,0.0364691
780858289093574656,Dash,10.0,10.0,unclassified,Chesapeake Bay Retriever,0.488555
780800785462489090,Koda,11.0,10.0,unclassified,Siberian Husky,0.951963
780601303617732608,Hercules,12.0,10.0,unclassified,Saint Bernard,0.995143
780543529827336192,Nameless,12.0,10.0,unclassified,Golden Retriever,0.628312
780476555013349377,Nameless,12.0,10.0,unclassified,Pug,0.919255
780459368902959104,Bear,11.0,10.0,unclassified,Great Dane,0.3824909999999999
780192070812196864,Nameless,11.0,10.0,unclassified,Vizsla,0.144012
779834332596887552,Scout,11.0,10.0,unclassified,Golden Retriever,0.99383
779377524342161408,Nameless,12.0,10.0,pupper,Maze,0.0549814
779123168116150273,Reggie,12.0,10.0,unclassified,Toy Poodle,0.43108
779056095788752897,Nameless,13.0,10.0,unclassified,Chihuahua,0.721188
778990705243029504,Jay,11.0,10.0,unclassified,Cocker Spaniel,0.7153510000000001
778748913645780993,Mya,11.0,10.0,unclassified,Staffordshire Bullterrier,0.351434
778650543019483137,Strider,10.0,10.0,unclassified,German Shepherd,0.515699
778624900596654080,Penny,11.0,10.0,unclassified,Airedale,0.786089
778408200802557953,Nameless,14.0,10.0,unclassified,Pembroke,0.8483620000000001
778383385161035776,Nala,13.0,10.0,unclassified,Collie,0.3452659999999999
778286810187399168,Stanley,11.0,10.0,unclassified,Boston Bull,0.3220699999999999
778039087836069888,Nameless,12.0,10.0,pupper,German Shepherd,0.717776
778027034220126208,Sophie,11.27,10.0,unclassified,Clumber,0.946718
777885040357281792,Wesley,3.0,10.0,unclassified,Afghan Hound,0.123529
777684233540206592,Nameless,12.0,10.0,unclassified,Cocker Spaniel,0.253442
777621514455814149,Derek,12.0,10.0,unclassified,Chow,0.999823
777189768882946048,Jeffrey,12.0,10.0,unclassified,Chihuahua,0.988412
776813020089548800,Solomon,12.0,10.0,unclassified,Toy Poodle,0.51661
776477788987613185,Huck,11.0,10.0,pupper,Labrador Retriever,0.8848389999999999
776218204058357768,Nameless,13.0,10.0,floofer,Samoyed,0.940326
776201521193218049,O'Malley,10.0,10.0,unclassified,Rottweiler,0.502228
776113305656188928,Sampson,11.0,10.0,pupper,Paddlewheel,0.0174919
776088319444877312,Nameless,10.0,10.0,unclassified,Pug,7.657020000000001e-05
775842724423557120,Blue,12.0,10.0,unclassified,Chow,0.520022
775733305207554048,Anakin,11.0,10.0,doggo,Rhinoceros Beetle,0.0278060999999999
775729183532220416,Nameless,13.0,10.0,unclassified,Menu,0.00211536
775364825476165632,Finley,11.0,10.0,doggo,Beagle,0.571229
775085132600442880,Tucker,13.0,10.0,unclassified,Chow,0.316565
774757898236878852,Finley,12.0,10.0,unclassified,Toy Poodle,0.7199409999999999
774639387460112384,Sprinkles,10.0,10.0,unclassified,Walker Hound,0.6275930000000001
774314403806253056,Nameless,14.0,10.0,unclassified,Eskimo Dog,0.5960449999999999
773985732834758656,Winnie,11.0,10.0,pupper,Pug,0.10957
773922284943896577,Heinrich,12.0,10.0,unclassified,Pomeranian,0.554331
773704687002451968,Loki,12.0,10.0,unclassified,Silky Terrier,0.324251
773670353721753600,Shakespeare,10.0,10.0,unclassified,Old English Sheepdog,0.969311
773547596996571136,Chelsea,11.0,10.0,pupper,Norwegian Elkhound,0.372202
773308824254029826,Bungalo,12.0,10.0,unclassified,Labrador Retriever,0.1514059999999999
773247561583001600,Chip,10.0,10.0,unclassified,Miniature Pinscher,0.0833687999999999
773191612633579521,Grey,12.0,10.0,unclassified,Blenheim Spaniel,0.427766
772877495989305348,Nameless,11.0,10.0,unclassified,Norwegian Elkhound,0.138523
772826264096874500,Roosevelt,11.0,10.0,unclassified,Basset,0.915351
772581559778025472,Nameless,10.0,10.0,unclassified,Newfoundland,0.574345
772193107915964416,Willem,12.0,10.0,pupper,Pembroke,0.3679449999999999
772152991789019136,Nameless,10.0,10.0,unclassified,Golden Retriever,0.275318
772117678702071809,Jack,12.0,10.0,unclassified,Labrador Retriever,0.217821
772114945936949249,Finn,10.0,10.0,unclassified,Chihuahua,0.803293
772102971039580160,Penny,11.0,10.0,unclassified,Pembroke,0.54178
771770456517009408,Davey,11.0,10.0,unclassified,Papillon,0.53318
771500966810099713,Dakota,12.0,10.0,unclassified,Labrador Retriever,0.833952
771380798096281600,Fizz,11.0,10.0,unclassified,Collie,0.503728
771136648247640064,Dixie,11.0,10.0,unclassified,Golden Retriever,0.297402
771102124360998913,Charlie,12.0,10.0,unclassified,Labrador Retriever,0.568789
771014301343748096,Nameless,7.0,10.0,unclassified,Macaque,0.0889253
771004394259247104,Nameless,12.0,10.0,pupper,Pop Bottle,0.0488206
770787852854652928,Winston,10.0,10.0,unclassified,Bernese Mountain Dog,0.787812
770772759874076672,Sebastian,11.0,10.0,unclassified,Chow,0.979515
770655142660169732,Nameless,11.0,10.0,unclassified,Paper Towel,0.0915715
770414278348247044,Al,11.0,10.0,unclassified,Golden Retriever,0.0535696
770293558247038976,Jackson,10.0,10.0,unclassified,Italian Greyhound,0.931668
770069151037685760,Carbon,10.0,10.0,unclassified,Boston Bull,0.414965
769940425801170949,Klein,12.0,10.0,unclassified,Miniature Pinscher,0.796313
769695466921623552,Titan,13.0,10.0,unclassified,Pug,0.407117
769212283578875904,DonDon,12.0,10.0,unclassified,Golden Retriever,0.166538
768970937022709760,Kirby,12.0,10.0,unclassified,Pomeranian,0.182358
768855141948723200,Jesse,11.0,10.0,unclassified,Chow,0.7202189999999999
768609597686943744,Lou,10.0,10.0,unclassified,Basenji,0.183283
768596291618299904,Oakley,12.0,10.0,unclassified,Great Pyrenees,0.729745
768473857036525572,Chevy,11.0,10.0,unclassified,Labrador Retriever,0.73917
768193404517830656,Gerald,8.0,10.0,doggo,Cheetah,0.094474
767884188863397888,Tito,10.0,10.0,unclassified,Lakeside,0.0488096
767754930266464257,Philbert,11.0,10.0,unclassified,Vizsla,0.307794
767500508068192258,Louie,12.0,10.0,unclassified,Chow,0.483228
767191397493538821,Nameless,13.0,10.0,doggo,Pier,0.0395323
767122157629476866,Rupert,13.0,10.0,unclassified,Toy Poodle,0.873841
766793450729734144,Rufus,10.0,10.0,unclassified,Beagle,0.451697
766693177336135680,Brudge,11.0,10.0,unclassified,Doberman,0.948355
766423258543644672,Shadoe,9.0,10.0,unclassified,Keeshond,0.995823
766313316352462849,Oscar,12.0,10.0,unclassified,Toy Poodle,0.966896
766069199026450432,Juno,12.0,10.0,unclassified,Redbone,0.484855
766008592277377025,Angel,11.0,10.0,unclassified,Welsh Springer Spaniel,0.7281529999999999
765719909049503744,Brat,12.0,10.0,unclassified,Golden Retriever,0.969518
765669560888528897,Tove,12.0,10.0,unclassified,Beagle,0.993333
765395769549590528,Zoey,13.0,10.0,unclassified,Pembroke,0.509491
765371061932261376,Louie,11.0,10.0,pupper,Golden Retriever,0.829456
765222098633691136,Gromit,10.0,10.0,unclassified,Dalmatian,0.556595
764857477905154048,Aubie,12.0,10.0,unclassified,Bernese Mountain Dog,0.7920590000000001
764259802650378240,Kota,10.0,10.0,unclassified,German Shepherd,0.973677
763837565564780549,Alfie,11.0,10.0,unclassified,Malamute,0.375098
763183847194451968,Clark,8.0,10.0,unclassified,Miniature Poodle,0.354674
763103485927849985,Belle,10.0,10.0,unclassified,Chow,0.0390848
762699858130116608,Leela,11.0,10.0,unclassified,Kelpie,0.519047
762471784394268675,Glenn,12.0,10.0,unclassified,Samoyed,0.540276
762464539388485633,Buddy,12.0,10.0,unclassified,Chow,0.999953
762316489655476224,Scout,11.0,10.0,unclassified,Television,0.0333058
762035686371364864,Nameless,14.0,10.0,unclassified,Theater Curtain,0.0462768
761976711479193600,Shelby,12.0,10.0,unclassified,Labrador Retriever,0.475552
761745352076779520,Nameless,11.0,10.0,unclassified,Lakeside,0.0997126
761672994376806400,Nameless,10.0,10.0,unclassified,Pool Table,0.111565
761599872357261312,Sephie,11.0,10.0,unclassified,Gordon Setter,0.240427
761334018830917632,Bruce,10.0,10.0,unclassified,Norwegian Elkhound,0.8229360000000001
761292947749015552,Bonaparte,11.0,10.0,unclassified,Standard Poodle,0.6608930000000001
761227390836215808,Albert,10.0,10.0,unclassified,French Bulldog,0.280802
761004547850530816,Bo,11.0,10.0,unclassified,Golden Retriever,0.735163
760893934457552897,Wishes,11.0,10.0,doggo,Blenheim Spaniel,0.113992
760656994973933572,Rose,11.0,10.0,unclassified,Golden Retriever,0.760546
760641137271070720,Theo,12.0,10.0,unclassified,Sea Lion,0.0696519999999999
760539183865880579,Atlas,12.0,10.0,unclassified,Samoyed,0.988013
760290219849637889,Rocco,13.0,10.0,unclassified,Old English Sheepdog,0.3022
760252756032651264,Fido,4.0,10.0,unclassified,Crane,0.09804
760190180481531904,Sadie,10.0,10.0,unclassified,Maraca,0.0176477999999999
759923798737051648,Nameless,10.0,10.0,unclassified,Labrador Retriever,0.324579
759846353224826880,Kirby,11.0,10.0,unclassified,Sussex Spaniel,0.3553949999999999
759793422261743616,Maggie,12.0,10.0,doggo,Golden Retriever,0.985876
759557299618865152,Emma,10.0,10.0,unclassified,Golden Retriever,0.763333
759447681597108224,Oakley,11.0,10.0,unclassified,Kuvasz,0.223148
759197388317847553,Luna,12.0,10.0,unclassified,Kuvasz,0.5113409999999999
759099523532779520,Toby,7.0,10.0,unclassified,Shetland Sheepdog,0.1290339999999999
759047813560868866,Spencer,11.0,10.0,unclassified,Labrador Retriever,0.778546
758854675097526272,Lilli,11.0,10.0,unclassified,Old English Sheepdog,0.0237914
758828659922702336,Nameless,13.0,10.0,doggo,Chesapeake Bay Retriever,0.480048
758740312047005698,Boston,12.0,10.0,unclassified,Chesapeake Bay Retriever,0.848514
758474966123810816,Brandonald,11.0,10.0,unclassified,Pembroke,0.546145
758467244762497024,Nameless,165.0,150.0,unclassified,Labrador Retriever,0.436377
758405701903519748,Odie,10.0,10.0,unclassified,Chesapeake Bay Retriever,0.702954
758355060040593408,Corey,11.0,10.0,unclassified,Pembroke,0.987643
758041019896193024,Nameless,9.0,10.0,unclassified,Cardigan,0.0512653
757741869644341248,Leonard,10.0,10.0,unclassified,Old English Sheepdog,0.128899
757725642876129280,Beckham,11.0,10.0,unclassified,Labrador Retriever,0.128128
757611664640446465,Cooper,12.0,10.0,unclassified,Bluetick,0.829259
757597904299253760,Nameless,11.0,10.0,pupper,Purse,0.0513335
757596066325864448,Nameless,4.0,10.0,unclassified,Wool,0.0260719
757400162377592832,Nameless,13.0,10.0,unclassified,Golden Retriever,0.0878003
757393109802180609,Nameless,10.0,10.0,doggo,Labrador Retriever,0.787125
757354760399941633,Devón,8.0,10.0,unclassified,Italian Greyhound,0.914667
756998049151549440,Oliver,11.0,10.0,unclassified,Golden Retriever,0.678555
756939218950160384,Jax,12.0,10.0,pupper,Golden Retriever,0.790371
756651752796094464,Gert,11.0,10.0,unclassified,Pembroke,0.294808
756526248105566208,Nameless,13.0,10.0,doggo,Fountain,0.00123403
756303284449767430,Nameless,11.0,10.0,unclassified,Golden Retriever,0.981652
756288534030475264,Nameless,12.0,10.0,unclassified,French Bulldog,0.0324922
756275833623502848,Nameless,10.0,10.0,puppo,Airedale,0.602957
755955933503782912,Nameless,12.0,10.0,pupper,Pekinese,0.596882
755206590534418437,Nameless,14.0,10.0,doggo,Carton,0.00453319
755110668769038337,Watson,13.0,10.0,unclassified,Labrador Retriever,0.708974
754856583969079297,Winnie,11.0,10.0,unclassified,Golden Retriever,0.8723850000000001
754747087846248448,Keith,12.0,10.0,unclassified,Sliding Door,0.117872
754482103782404096,Milo,10.0,10.0,unclassified,Shower Curtain,0.0176287999999999
754449512966619136,Dex,11.0,10.0,unclassified,Beagle,0.858513
754120377874386944,Nameless,10.0,10.0,unclassified,Chow,0.168909
753655901052166144,Nameless,10.0,10.0,unclassified,Miniature Pinscher,0.456092
753420520834629632,Nameless,11.0,10.0,unclassified,Rapeseed,0.0408089
753398408988139520,Scout,12.0,10.0,unclassified,Whippet,0.163794
753375668877008896,Hank,8.0,10.0,unclassified,Bluetick,0.360071
753294487569522689,Ace,11.0,10.0,unclassified,Chow,0.194773
753026973505581056,Tayzie,10.0,10.0,unclassified,Pembroke,0.868511
752917284578922496,Grizzie,11.0,10.0,unclassified,German Shepherd,0.609283
752682090207055872,Nameless,10.0,10.0,doggo,German Shepherd,0.299966
752660715232722944,Nameless,10.0,10.0,unclassified,English Setter,0.0505118
752519690950500352,Nameless,11.0,10.0,puppo,Labrador Retriever,1.00288e-05
752334515931054080,Nameless,8.0,10.0,doggo,Bedlington Terrier,0.399163
752173152931807232,Brody,12.0,10.0,unclassified,Labrador Retriever,0.527659
751937170840121344,Ruby,11.0,10.0,unclassified,Lakeland Terrier,0.424168
751830394383790080,Tucker,12.0,10.0,unclassified,Chow,0.703569
751598357617971201,Toby,13.0,10.0,unclassified,Toy Poodle,0.757756
751583847268179968,Nameless,5.0,10.0,doggo,Dalmatian,0.8683040000000001
751538714308972544,Max,10.0,10.0,unclassified,Labrador Retriever,0.516257
751456908746354688,Nameless,12.0,10.0,pupper,Golden Retriever,0.714409
751251247299190784,Gilbert,10.0,10.0,unclassified,Walker Hound,0.178852
751205363882532864,Nameless,12.0,10.0,unclassified,Labrador Retriever,0.947164
751132876104687617,Cooper,10.0,10.0,puppo,Labrador Retriever,0.92939
750868782890057730,Milo,11.0,10.0,pupper,Toy Poodle,0.912648
750719632563142656,Meyer,12.0,10.0,unclassified,Pembroke,0.972587
750506206503038976,Malcolm,8.0,10.0,pupper,Titi,0.0916851
750429297815552001,Arnie,12.0,10.0,unclassified,Golden Retriever,0.964929
750383411068534784,Zoe,9.0,10.0,pupper,Border Collie,0.672791
750147208377409536,Nameless,13.0,10.0,unclassified,Pug,0.977765
750132105863102464,Stewie,11.0,10.0,unclassified,Toy Poodle,0.478018
750117059602808832,Calvin,10.0,10.0,unclassified,Shih-Tzu,0.814405
750101899009982464,Lilah,11.0,10.0,unclassified,Golden Retriever,0.316704
750086836815486976,Spanky,12.0,10.0,unclassified,Pug,0.978277
750071704093859840,Nameless,10.0,10.0,pupper,Redbone,0.382113
750056684286914561,Jameson,11.0,10.0,unclassified,Saluki,0.4844279999999999
750041628174217216,Beau,13.0,10.0,unclassified,Labrador Retriever,0.252031
750026558547456000,Jax,10.0,10.0,unclassified,Standard Poodle,0.258732
750011400160841729,Piper,11.0,10.0,doggo,Boston Bull,0.0871498
749996283729883136,Bo,12.0,10.0,unclassified,Old English Sheepdog,0.515319
